response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
6.9597,0.4846,0.0327,0.0001,6.4749,0.0001,500,18.9992
6.9228,0.4592,0.0315,0.0001,6.4633,0.0001,500,19.0405
4.8754,0.4828,0.0260,0.0001,4.3911,0.0014,500,21.0879
7.1300,0.4784,0.0387,0.0001,6.6514,0.0002,503,18.9930
7.1256,0.4722,0.0326,0.0001,6.6532,0.0001,503,18.9992
7.1347,0.4784,0.0387,0.0001,6.6561,0.0001,503,18.9930
7.1360,0.4706,0.0316,0.0001,6.6650,0.0002,503,19.0002
7.1449,0.4781,0.0356,0.0001,6.6666,0.0001,503,18.9960
7.1528,0.4906,0.0391,0.0001,6.6620,0.0001,503,18.9927
7.1522,0.4850,0.0356,0.0001,6.6670,0.0001,503,18.9961
7.1541,0.4874,0.0327,0.0001,6.6665,0.0001,503,18.9991
7.1408,0.4729,0.0160,0.0001,6.6676,0.0001,503,19.0155
7.1504,0.4886,0.0258,0.0001,6.6615,0.0001,503,19.0462
7.1327,0.4787,0.0357,0.0001,6.6538,0.0001,503,19.1175
7.1059,0.4568,0.0293,0.0001,6.6478,0.0011,503,19.1818
7.1374,0.4800,0.0322,0.0001,6.6572,0.0001,503,19.1790
6.5016,0.5225,0.0376,0.0001,5.9789,0.0001,500,20.1252
6.6224,0.4827,0.0076,0.0001,6.1395,0.0001,500,20.0049
5.9570,0.4644,0.0302,0.0001,5.4923,0.0001,500,20.6817
7.0963,0.4497,0.0309,0.0001,6.6464,0.0001,503,19.6919
6.6268,0.4606,0.0525,0.0001,6.1659,0.0001,500,20.1697
6.6707,0.4952,0.0299,0.0001,6.1751,0.0002,500,20.1328
7.0973,0.4544,0.0445,0.0001,6.6425,0.0001,503,19.7471
6.8338,0.4735,0.0140,0.0001,6.3601,0.0001,500,20.1487
7.1171,0.4669,0.0395,0.0001,6.6500,0.0001,503,19.9732
7.0838,0.4413,0.0326,0.0001,6.6422,0.0001,503,20.0894
7.1266,0.4673,0.0175,0.0001,6.6591,0.0001,503,20.1046
7.1273,0.4680,0.0159,0.0001,6.6589,0.0001,503,20.1062
7.0911,0.4470,0.0181,0.0001,6.6439,0.0001,503,20.1447
7.1564,0.4923,0.0309,0.0001,6.6638,0.0002,503,20.0912
